ID,DATE,ZIPCODE,PRICE,BEDROOMS,BATHROOMS,M2_LIVING,M2_LOT,FLOORS,WATERFRONT,VIEW,CONDITION,GRADE,M2_ABOVE,M2_BASEMENT,YR_BUILT,YR_RENOVATED,LAT,LONG,MEDIAN_PRICE,SEASON,SEASON_PRICE,PRICE_M2,ZIPCODE_PRICE_M2,GROUP,SELLING_PRICE,SS_SELLING_PRICE,EXPECTED_PROFIT,SS_EXPECTED_PROFIT
3348401584,2014-08-21,98178,210000.0,3,1.75,130.2,678.9,2.0,0,0,3,6,130.2,0.0,1948,0,47.4999,-122.268,279500.0,summer,542737.7956120092,1612.9032258064517,1983.6844378607714,group_2,252000.0,264600.0,42000.0,54600.0
399000025,2015-04-15,98178,265000.0,3,1.0,126.48,554.931,1.0,0,0,3,6,126.48,0.0,1954,0,47.4973,-122.256,279500.0,spring,558667.5808400884,2095.1929158760277,1983.6844378607714,group_2,318000.0,333900.0,53000.0,68900.0
9368700031,2014-05-09,98178,195000.0,2,1.0,66.96,1674.0,1.0,0,0,3,6,66.96,0.0,1950,0,47.5054,-122.261,279500.0,spring,558667.5808400884,2912.1863799283155,1983.6844378607714,group_1,214500.00000000003,225225.00000000003,19500.00000000003,30225.00000000003
3352402195,2014-07-16,98178,169000.0,3,1.0,82.77,661.23,1.0,0,0,3,6,82.77,0.0,1957,0,47.4971,-122.261,279500.0,summer,542737.7956120092,2041.8025854778302,1983.6844378607714,group_1,185900.00000000003,195195.00000000003,16900.00000000003,26195.00000000003
2328800130,2014-12-17,98178,220000.0,3,1.75,176.7,714.24,1.0,0,0,3,7,117.17999999999999,59.519999999999996,1959,0,47.5081,-122.266,279500.0,autumn,531178.9747433265,1245.048104131296,1983.6844378607714,group_3,275000.0,288750.0,55000.0,68750.0
9282801950,2014-08-18,98178,279000.0,4,1.0,112.53,558.0,1.5,0,2,3,7,112.53,0.0,1943,0,47.5026,-122.234,279500.0,summer,542737.7956120092,2479.3388429752067,1983.6844378607714,group_2,334800.0,351540.0,55800.0,72540.0
8068000585,2014-08-27,98178,235000.0,2,1.0,81.84,520.8,1.0,0,0,5,7,81.84,0.0,1955,0,47.5071,-122.265,279500.0,summer,542737.7956120092,2871.4565004887586,1983.6844378607714,group_1,258500.00000000003,271425.00000000006,23500.00000000003,36425.00000000006
7129300420,2014-12-02,98178,258000.0,3,1.75,96.72,525.45,1.0,0,0,5,6,96.72,0.0,1951,0,47.5111,-122.256,279500.0,autumn,531178.9747433265,2667.4937965260547,1983.6844378607714,group_1,283800.0,297990.0,25800.0,39990.0
4060000440,2015-02-04,98178,241000.0,3,1.0,81.84,562.65,1.0,0,0,3,6,81.84,0.0,1945,0,47.4995,-122.248,279500.0,winter,522541.25867168594,2944.7702834799607,1983.6844378607714,group_1,265100.0,278355.0,24100.0,37355.0
185000161,2014-10-15,98178,261000.0,3,1.0,165.54,725.4,1.0,0,0,3,7,98.58,66.96,1957,0,47.4932,-122.263,279500.0,autumn,531178.9747433265,1576.6582094961943,1983.6844378607714,group_2,313200.0,328860.0,52200.0,67860.0
8068000305,2014-11-04,98178,241000.0,3,1.0,106.95,930.0,1.0,0,0,3,6,93.0,13.95,1951,0,47.5075,-122.262,279500.0,autumn,531178.9747433265,2253.3894343151005,1983.6844378607714,group_1,265100.0,278355.0,24100.0,37355.0
1180008315,2014-07-15,98178,212000.0,3,1.0,96.72,632.4,1.0,0,0,5,6,96.72,0.0,1951,0,47.492,-122.224,279500.0,summer,542737.7956120092,2191.8941273779983,1983.6844378607714,group_1,233200.00000000003,244860.00000000003,21200.00000000003,32860.00000000003
7657000225,2014-07-19,98178,205000.0,3,1.0,79.98,694.431,1.0,0,0,3,6,79.98,0.0,1944,0,47.4947,-122.237,279500.0,summer,542737.7956120092,2563.140785196299,1983.6844378607714,group_1,225500.00000000003,236775.00000000003,20500.00000000003,31775.00000000003
3352400330,2015-03-27,98178,216000.0,2,1.0,168.33,963.48,1.0,0,0,3,6,93.92999999999999,74.4,1946,0,47.5039,-122.266,279500.0,spring,558667.5808400884,1283.1937266084476,1983.6844378607714,group_2,259200.0,272160.0,43200.0,56160.0
4136800205,2015-02-19,98178,258000.0,2,2.0,69.75,609.429,1.5,0,2,3,7,69.75,0.0,1945,0,47.4982,-122.221,279500.0,winter,522541.25867168594,3698.9247311827958,1983.6844378607714,group_1,283800.0,297990.0,25800.0,39990.0
7812800865,2014-11-19,98178,170000.0,2,1.0,75.33,919.026,1.0,0,0,3,6,75.33,0.0,1944,0,47.4925,-122.239,279500.0,autumn,531178.9747433265,2256.7370237621135,1983.6844378607714,group_1,187000.00000000003,196350.00000000003,17000.00000000003,26350.00000000003
7657600195,2014-11-05,98178,199950.0,3,1.0,124.62,675.18,1.5,0,0,3,6,124.62,0.0,1944,0,47.4934,-122.237,279500.0,autumn,531178.9747433265,1604.4776119402984,1983.6844378607714,group_2,239940.0,251937.0,39990.0,51987.0
7812801115,2014-06-13,98178,153000.0,3,1.0,118.11,595.665,1.5,0,0,3,6,118.11,0.0,1944,0,47.4959,-122.241,279500.0,spring,558667.5808400884,1295.4025908051817,1983.6844378607714,group_2,183600.0,192780.0,30600.0,39780.0
9282800065,2015-03-29,98178,203000.0,3,1.75,110.67,558.0,1.0,0,0,3,7,110.67,0.0,1952,2015,47.5026,-122.236,279500.0,spring,558667.5808400884,1834.2820999367489,1983.6844378607714,group_1,223300.00000000003,234465.00000000003,20300.00000000003,31465.00000000003
3348401095,2015-04-27,98178,210000.0,4,1.75,194.37,603.105,1.0,0,0,3,7,119.03999999999999,75.33,1956,0,47.4958,-122.265,279500.0,spring,558667.5808400884,1080.4136440808766,1983.6844378607714,group_3,262500.0,275625.0,52500.0,65625.0
2144800615,2014-06-25,98178,190000.0,1,0.75,86.49,2720.994,1.0,0,0,3,6,86.49,0.0,1941,0,47.4837,-122.236,279500.0,summer,542737.7956120092,2196.7857555786795,1983.6844378607714,group_1,209000.00000000003,219450.00000000003,19000.00000000003,29450.00000000003
2520900301,2014-10-22,98178,239300.0,3,1.0,99.51,534.75,1.0,0,0,3,7,99.51,0.0,1952,0,47.5071,-122.255,279500.0,autumn,531178.9747433265,2404.7834388503666,1983.6844378607714,group_1,263230.0,276391.5,23930.0,37091.5
2172000846,2014-06-19,98178,248000.0,4,2.0,193.44,1256.43,1.0,0,0,3,7,96.72,96.72,1950,0,47.4918,-122.258,279500.0,spring,558667.5808400884,1282.051282051282,1983.6844378607714,group_3,310000.0,325500.0,62000.0,77500.0
7812800515,2014-10-25,98178,159075.0,4,1.5,146.94,576.6,1.0,0,0,3,6,73.47,73.47,1944,0,47.4971,-122.24,279500.0,autumn,531178.9747433265,1082.5847284605961,1983.6844378607714,group_2,190890.0,200434.5,31815.0,41359.5
3352400325,2014-07-24,98178,225000.0,3,1.5,113.46,776.085,1.5,0,0,3,7,113.46,0.0,1931,0,47.5038,-122.266,279500.0,summer,542737.7956120092,1983.0777366472767,1983.6844378607714,group_2,270000.0,283500.0,45000.0,58500.0
1180007005,2014-06-25,98178,265950.0,3,1.5,106.95,785.85,1.0,0,0,4,6,106.95,0.0,1951,0,47.4927,-122.224,279500.0,summer,542737.7956120092,2486.6760168302944,1983.6844378607714,group_1,292545.0,307172.25,26595.0,41222.25
179001425,2014-10-24,98178,230000.0,3,1.75,132.06,279.0,1.0,0,0,3,5,66.03,66.03,1931,2014,47.4928,-122.274,279500.0,autumn,531178.9747433265,1741.632591246403,1983.6844378607714,group_2,276000.0,289800.0,46000.0,59800.0
4058801065,2014-08-08,98178,272000.0,3,2.0,111.6,530.1,1.0,0,0,5,7,111.6,0.0,1942,0,47.5031,-122.242,279500.0,summer,542737.7956120092,2437.2759856630823,1983.6844378607714,group_2,326400.0,342720.0,54400.0,70720.0
7812800775,2014-09-10,98178,264250.0,3,1.0,132.06,690.06,1.5,0,0,3,6,132.06,0.0,1944,0,47.4949,-122.239,279500.0,summer,542737.7956120092,2000.984401029835,1983.6844378607714,group_2,317100.0,332955.0,52850.0,68705.0
2144800117,2014-06-26,98178,270000.0,4,2.25,241.8,920.7,1.0,0,0,3,7,148.8,93.0,1965,0,47.4881,-122.237,279500.0,summer,542737.7956120092,1116.6253101736972,1983.6844378607714,group_3,337500.0,354375.0,67500.0,84375.0
4058801230,2015-03-05,98178,256000.0,4,1.75,118.11,634.725,1.0,0,2,3,7,118.11,0.0,1950,0,47.5051,-122.242,279500.0,winter,522541.25867168594,2167.47100160867,1983.6844378607714,group_2,307200.0,322560.0,51200.0,66560.0
7812801925,2014-06-24,98178,230000.0,4,1.75,172.05,558.0,1.0,0,0,4,6,118.11,53.94,1944,0,47.4923,-122.247,279500.0,summer,542737.7956120092,1336.8206916594013,1983.6844378607714,group_2,276000.0,289800.0,46000.0,59800.0
4440400125,2014-05-08,98178,228000.0,4,1.75,186.0,569.16,1.0,0,0,3,7,102.3,83.7,1965,0,47.5035,-122.258,279500.0,spring,558667.5808400884,1225.8064516129032,1983.6844378607714,group_3,285000.0,299250.0,57000.0,71250.0
1180002075,2014-08-25,98178,235000.0,3,1.0,112.53,558.0,1.0,0,0,3,7,112.53,0.0,1930,0,47.4984,-122.224,279500.0,summer,542737.7956120092,2088.332000355461,1983.6844378607714,group_2,282000.0,296100.0,47000.0,61100.0
179000505,2014-10-24,98178,257000.0,3,1.75,167.4,837.0,1.0,0,0,3,7,111.6,55.8,1961,0,47.4932,-122.278,279500.0,autumn,531178.9747433265,1535.2449223416966,1983.6844378607714,group_2,308400.0,323820.0,51400.0,66820.0
7812800681,2015-01-02,98178,166000.0,2,1.0,80.91,789.2909999999999,1.0,0,0,4,6,80.91,0.0,1944,0,47.4955,-122.239,279500.0,winter,522541.25867168594,2051.6623408725745,1983.6844378607714,group_1,182600.00000000003,191730.00000000003,16600.00000000003,25730.00000000003
1180002735,2014-11-19,98178,269000.0,2,1.5,93.92999999999999,558.0,1.0,0,0,4,7,93.92999999999999,0.0,1923,0,47.498,-122.222,279500.0,autumn,531178.9747433265,2863.834770573832,1983.6844378607714,group_1,295900.0,310695.0,26900.0,41695.0
4279900140,2014-10-01,98178,251000.0,4,2.0,153.45,555.582,1.0,0,0,5,7,79.98,73.47,1972,0,47.5008,-122.257,279500.0,autumn,531178.9747433265,1635.7119582926036,1983.6844378607714,group_2,301200.0,316260.0,50200.0,65260.0
3352401090,2014-11-13,98178,238950.0,2,1.0,110.67,1060.2,1.0,0,0,3,7,110.67,0.0,1951,0,47.5012,-122.265,279500.0,autumn,531178.9747433265,2159.1217132014094,1983.6844378607714,group_1,262845.0,275987.25,23895.0,37037.25
9368700270,2015-04-01,98178,137900.0,3,1.75,107.88,472.626,1.0,0,0,3,6,53.94,53.94,1942,0,47.503,-122.262,279500.0,spring,558667.5808400884,1278.272154245458,1983.6844378607714,group_1,151690.0,159274.5,13790.0,21374.5
3352402272,2014-06-11,98178,230000.0,5,2.0,177.63,669.6,1.0,0,0,4,6,103.23,74.4,1951,0,47.4975,-122.261,279500.0,spring,558667.5808400884,1294.8263243821427,1983.6844378607714,group_3,287500.0,301875.0,57500.0,71875.0
4058802255,2014-07-24,98178,219950.0,2,1.0,92.07,599.664,1.0,0,0,3,7,92.07,0.0,1948,0,47.5031,-122.245,279500.0,summer,542737.7956120092,2388.9431953948083,1983.6844378607714,group_1,241945.00000000003,254042.25000000003,21995.00000000003,34092.25000000003
1180003435,2014-12-09,98178,275000.0,4,1.75,157.17,558.0,1.0,0,0,3,7,157.17,0.0,1957,0,47.497,-122.227,279500.0,autumn,531178.9747433265,1749.6977794744546,1983.6844378607714,group_2,330000.0,346500.0,55000.0,71500.0
3878900681,2015-01-21,98178,272000.0,1,0.75,96.72,561.162,1.0,0,1,3,7,53.94,42.78,1991,0,47.5078,-122.251,279500.0,winter,522541.25867168594,2812.241521918941,1983.6844378607714,group_1,299200.0,314160.0,27200.0,42160.0
7812801125,2015-01-12,98178,222900.0,2,1.0,103.23,596.223,1.0,0,0,3,6,103.23,0.0,1944,0,47.4962,-122.242,279500.0,winter,522541.25867168594,2159.256030223772,1983.6844378607714,group_1,245190.00000000003,257449.50000000003,22290.00000000003,34549.50000000003
7689600360,2014-06-13,98178,215000.0,2,1.0,66.03,669.6,1.0,0,0,3,6,66.03,0.0,1943,0,47.4903,-122.245,279500.0,spring,558667.5808400884,3256.095714069362,1983.6844378607714,group_1,236500.00000000003,248325.00000000003,21500.00000000003,33325.00000000003
7657000085,2015-02-02,98178,218000.0,2,1.5,186.93,721.215,2.0,0,0,3,7,186.93,0.0,1952,0,47.4947,-122.233,279500.0,winter,522541.25867168594,1166.2119509976997,1983.6844378607714,group_3,272500.0,286125.0,54500.0,68125.0
7812800155,2015-03-18,98178,170000.0,3,1.0,73.47,627.75,1.0,0,0,2,6,73.47,0.0,1944,0,47.4984,-122.24,279500.0,winter,522541.25867168594,2313.869606642167,1983.6844378607714,group_1,187000.00000000003,196350.00000000003,17000.00000000003,26350.00000000003
7689600330,2014-08-13,98178,207000.0,3,1.0,79.98,719.82,1.0,0,0,3,6,79.98,0.0,1960,0,47.4906,-122.244,279500.0,summer,542737.7956120092,2588.1470367591896,1983.6844378607714,group_1,227700.00000000003,239085.00000000003,20700.00000000003,32085.00000000003
3352400905,2014-05-16,98178,245000.0,4,1.0,142.29,669.6,1.5,0,0,3,7,130.2,12.09,1948,0,47.5015,-122.262,279500.0,spring,558667.5808400884,1721.8356876800901,1983.6844378607714,group_2,294000.0,308700.0,49000.0,63700.0
393000385,2014-12-15,98178,255000.0,3,1.5,122.76,742.14,1.0,0,0,3,7,122.76,0.0,1956,0,47.5068,-122.259,279500.0,autumn,531178.9747433265,2077.2238514173996,1983.6844378607714,group_2,306000.0,321300.0,51000.0,66300.0
2976800749,2014-10-31,98178,150000.0,4,2.0,135.78,674.622,1.0,0,0,3,6,135.78,0.0,1959,0,47.5056,-122.254,279500.0,autumn,531178.9747433265,1104.728236853734,1983.6844378607714,group_2,180000.0,189000.0,30000.0,39000.0
2172000035,2014-08-21,98178,190000.0,2,1.0,86.49,1064.85,1.0,0,0,3,6,86.49,0.0,1946,0,47.4862,-122.264,279500.0,summer,542737.7956120092,2196.7857555786795,1983.6844378607714,group_1,209000.00000000003,219450.00000000003,19000.00000000003,29450.00000000003
1423049029,2015-03-06,98178,265000.0,4,1.75,183.21,780.27,1.0,0,0,3,7,106.02,77.19,1955,0,47.4861,-122.251,279500.0,winter,522541.25867168594,1446.4275967469025,1983.6844378607714,group_3,331250.0,347812.5,66250.0,82812.5
3348401490,2014-06-30,98178,265000.0,2,2.0,172.98,1009.608,1.0,0,0,3,8,117.17999999999999,55.8,1952,0,47.4989,-122.265,279500.0,summer,542737.7956120092,1531.9690137588161,1983.6844378607714,group_2,318000.0,333900.0,53000.0,68900.0
7812800995,2014-09-05,98178,200000.0,2,1.0,73.47,556.605,1.0,0,0,3,6,73.47,0.0,1944,0,47.4941,-122.24,279500.0,summer,542737.7956120092,2722.1995372260785,1983.6844378607714,group_1,220000.00000000003,231000.00000000003,20000.00000000003,31000.00000000003
4059400515,2014-09-09,98178,229950.0,2,1.0,85.56,717.588,1.0,0,0,3,6,85.56,0.0,1944,0,47.5028,-122.243,279500.0,summer,542737.7956120092,2687.5876577840113,1983.6844378607714,group_1,252945.00000000003,265592.25000000006,22995.00000000003,35642.25000000006
1180003175,2015-04-10,98178,229950.0,2,1.0,79.05,558.0,1.0,0,0,3,6,79.05,0.0,1924,0,47.4972,-122.224,279500.0,spring,558667.5808400884,2908.9184060721063,1983.6844378607714,group_1,252945.00000000003,265592.25000000006,22995.00000000003,35642.25000000006
3348401622,2014-07-31,98178,223000.0,3,2.0,121.83,784.92,1.0,0,0,5,6,121.83,0.0,1951,0,47.5003,-122.269,279500.0,summer,542737.7956120092,1830.4194369202987,1983.6844378607714,group_2,267600.0,280980.0,44600.0,57980.0
2976800145,2015-04-06,98178,260000.0,4,1.75,186.93,1005.888,1.0,0,0,3,7,131.13,55.8,1955,0,47.5048,-122.251,279500.0,spring,558667.5808400884,1390.8949874284492,1983.6844378607714,group_3,325000.0,341250.0,65000.0,81250.0
179001046,2014-05-08,98178,229000.0,3,2.5,110.67,279.0,2.0,0,0,3,7,110.67,0.0,2002,0,47.4933,-122.275,279500.0,spring,558667.5808400884,2069.2147826872683,1983.6844378607714,group_1,251900.00000000003,264495.00000000006,22900.00000000003,35495.00000000006
1180005280,2014-07-23,98178,239950.0,4,1.0,135.78,558.0,1.0,0,0,4,7,67.89,67.89,1941,0,47.4952,-122.224,279500.0,summer,542737.7956120092,1767.1969362203565,1983.6844378607714,group_2,287940.0,302337.0,47990.0,62387.0
7812801590,2014-10-30,98178,219900.0,3,1.0,79.98,619.752,1.0,0,0,3,6,79.98,0.0,1944,0,47.4931,-122.247,279500.0,autumn,531178.9747433265,2749.437359339835,1983.6844378607714,group_1,241890.00000000003,253984.50000000003,21990.00000000003,34084.50000000003
3352400351,2014-11-21,98178,200000.0,3,1.0,137.64,520.8,1.0,0,0,4,6,87.42,50.22,1947,0,47.5045,-122.27,279500.0,autumn,531178.9747433265,1453.0659691950016,1983.6844378607714,group_2,240000.0,252000.0,40000.0,52000.0
7812801850,2014-10-15,98178,194000.0,3,1.0,109.74,562.65,1.0,0,0,3,6,76.26,33.48,1944,0,47.4945,-122.249,279500.0,autumn,531178.9747433265,1767.8148350646984,1983.6844378607714,group_1,213400.00000000003,224070.00000000003,19400.00000000003,30070.00000000003
179001101,2015-01-05,98178,135000.0,3,1.0,78.12,279.0,1.0,0,0,3,5,78.12,0.0,1943,0,47.494,-122.275,279500.0,winter,522541.25867168594,1728.110599078341,1983.6844378607714,group_1,148500.0,155925.0,13500.0,20925.0
2172000894,2015-04-17,98178,225000.0,3,1.0,116.25,948.6,1.0,0,0,3,6,116.25,0.0,1965,0,47.4902,-122.256,279500.0,spring,558667.5808400884,1935.483870967742,1983.6844378607714,group_2,270000.0,283500.0,45000.0,58500.0
1123049027,2015-03-19,98178,157500.0,3,1.0,102.3,2511.744,1.0,0,0,3,6,89.28,13.02,1935,0,47.4963,-122.249,279500.0,winter,522541.25867168594,1539.5894428152494,1983.6844378607714,group_1,173250.0,181912.5,15750.0,24412.5
3347400525,2014-12-16,98178,147000.0,3,1.0,99.51,1302.0,1.0,0,0,3,7,99.51,0.0,1960,0,47.4971,-122.279,279500.0,autumn,531178.9747433265,1477.2384684956285,1983.6844378607714,group_1,161700.0,169785.0,14700.0,22785.0
1180005220,2015-05-05,98178,225000.0,2,1.0,99.51,558.0,1.0,0,0,4,5,99.51,0.0,1922,0,47.495,-122.227,279500.0,spring,558667.5808400884,2261.079288513717,1983.6844378607714,group_1,247500.00000000003,259875.00000000003,22500.00000000003,34875.00000000003
2172000285,2015-03-23,98178,254500.0,2,1.0,106.95,1046.25,1.0,0,0,3,6,106.95,0.0,1920,0,47.486,-122.264,279500.0,spring,558667.5808400884,2379.6166432912573,1983.6844378607714,group_1,279950.0,293947.5,25450.0,39447.5
7657600005,2014-10-31,98178,249950.0,5,2.0,160.89,685.875,1.0,0,0,4,6,160.89,0.0,1944,0,47.4953,-122.238,279500.0,autumn,531178.9747433265,1553.5459009260987,1983.6844378607714,group_2,299940.0,314937.0,49990.0,64987.0
